driver_id,driver_name,age,Trips,orders_delivered,avg_missing_items,total_missing_items,total_delivered_items,total_items,missing_ratio,avg_order_amount,orders_with_missing,problem_order_ratio
WDID10410,Ronald Spencer,25,78,7,0.0,0,70,70,0.0,260.2571428571428,0,0.0
WDID10411,Mark Trevino,25,76,7,0.0,0,58,58,0.0,342.77142857142854,0,0.0
WDID10412,Jeremy Phillips,25,69,7,0.0,0,69,69,0.0,286.28000000000003,0,0.0
WDID10413,Valerie Greer,25,50,7,0.0,0,86,86,0.0,322.1028571428571,0,0.0
WDID10414,Christina Estrada,25,23,7,0.0,0,74,74,0.0,308.59000000000003,0,0.0
WDID10415,Jerry Lamb,25,55,11,0.45454545454545453,5,126,131,0.03816793893129771,397.3763636363637,4,0.36363636363636365
WDID10416,Sandra Henry,25,41,11,0.45454545454545453,5,130,135,0.037037037037037035,204.46,4,0.36363636363636365
WDID10417,James Velez,25,21,11,0.45454545454545453,5,120,125,0.04,249.35272727272724,4,0.36363636363636365
WDID10418,Kelsey Mitchell,26,18,11,0.45454545454545453,5,120,125,0.04,242.04272727272726,4,0.36363636363636365
WDID10419,Valerie Davis,26,29,11,0.45454545454545453,5,126,131,0.03816793893129771,216.94909090909096,4,0.36363636363636365
WDID10420,Heather King,26,31,11,0.45454545454545453,5,130,135,0.037037037037037035,258.55727272727273,4,0.36363636363636365
WDID10421,Jesse Solomon,26,29,11,0.45454545454545453,5,78,83,0.060240963855421686,263.9081818181818,4,0.36363636363636365
WDID10422,Patrick Hall,26,27,11,0.45454545454545453,5,117,122,0.040983606557377046,230.22454545454548,4,0.36363636363636365
WDID10423,Robert Wright,26,63,11,0.45454545454545453,5,96,101,0.04950495049504951,181.07090909090905,4,0.36363636363636365
WDID10424,Sara Good,26,77,7,0.0,0,83,83,0.0,149.18,0,0.0
WDID10425,Carol Simpson,26,63,7,0.0,0,71,71,0.0,476.5428571428571,0,0.0
WDID10426,Ricky Carter,26,55,7,0.0,0,71,71,0.0,409.96714285714285,0,0.0
WDID10427,Kristin Jones,26,39,7,0.0,0,64,64,0.0,357.59999999999997,0,0.0
WDID10428,Erika Cook,26,15,7,0.0,0,62,62,0.0,308.07,0,0.0
WDID10429,Thomas Fletcher,26,78,7,0.0,0,69,69,0.0,289.14142857142855,0,0.0
WDID10430,Mary Hall,22,56,7,0.0,0,54,54,0.0,264.1728571428571,0,0.0
WDID10431,Billy Adams,26,61,7,0.0,0,64,64,0.0,280.64285714285717,0,0.0
WDID10432,Sara Garcia,27,51,7,0.0,0,56,56,0.0,394.86714285714294,0,0.0
WDID10433,Mark Mathews,27,41,7,0.0,0,79,79,0.0,401.1171428571429,0,0.0
WDID10434,Daniel Hall,20,14,7,0.0,0,67,67,0.0,274.98,0,0.0
WDID10435,Mark Allen,27,59,7,0.0,0,40,40,0.0,268.15714285714284,0,0.0
WDID10436,Jaime Fuller,27,65,7,0.0,0,52,52,0.0,267.1042857142857,0,0.0
WDID10437,Misty Jones,27,22,7,0.0,0,59,59,0.0,237.3385714285714,0,0.0
WDID10438,Robert Richard,27,31,7,0.0,0,67,67,0.0,235.08571428571432,0,0.0
WDID10439,Faith Martin,27,36,7,0.0,0,84,84,0.0,307.4942857142857,0,0.0
WDID10440,Sarah Mitchell,27,33,11,0.45454545454545453,5,82,87,0.05747126436781609,228.27545454545455,4,0.36363636363636365
WDID10441,Sandra Case,27,31,11,0.45454545454545453,5,97,102,0.049019607843137254,269.21090909090907,4,0.36363636363636365
WDID10442,Marc Waters,27,12,11,0.45454545454545453,5,147,152,0.03289473684210526,365.31545454545454,4,0.36363636363636365
WDID10443,Darryl Wilson,27,62,11,0.45454545454545453,5,118,123,0.04065040650406504,280.4918181818182,4,0.36363636363636365
WDID10444,Jennifer Rasmussen,27,14,11,0.45454545454545453,5,124,129,0.03875968992248062,269.1936363636363,4,0.36363636363636365
WDID10445,Denise Brown,28,56,11,0.45454545454545453,5,83,88,0.056818181818181816,295.5,4,0.36363636363636365
WDID10446,Theresa Fields,28,22,11,0.45454545454545453,5,97,102,0.049019607843137254,352.8772727272727,4,0.36363636363636365
WDID10447,Patricia Vance,18,40,11,0.45454545454545453,5,72,77,0.06493506493506493,355.98545454545456,4,0.36363636363636365
WDID10448,Jennifer Thornton,28,52,11,0.45454545454545453,5,121,126,0.03968253968253968,287.17636363636365,4,0.36363636363636365
WDID10449,Natasha White,28,37,11,0.45454545454545453,5,100,105,0.047619047619047616,257.5645454545454,4,0.36363636363636365
WDID10450,Deborah Graham,28,30,11,0.45454545454545453,5,108,113,0.04424778761061947,360.54,4,0.36363636363636365
WDID10451,Charles Tate,28,21,7,0.0,0,60,60,0.0,298.3157142857143,0,0.0
WDID10452,Lawrence Lewis,28,27,7,0.0,0,90,90,0.0,260.4842857142857,0,0.0
WDID10453,Nicholas Kent,28,52,7,0.0,0,84,84,0.0,218.48714285714283,0,0.0
WDID10454,Sean Sheppard,28,47,7,0.0,0,64,64,0.0,217.45714285714286,0,0.0
WDID10455,Sarah Nicholson,28,29,7,0.0,0,82,82,0.0,358.23285714285714,0,0.0
WDID10456,Lori Carroll,28,30,7,0.0,0,72,72,0.0,465.9957142857143,0,0.0
WDID10457,Paul Delgado,28,19,7,0.0,0,70,70,0.0,382.12857142857143,0,0.0
WDID10458,Tammy Hernandez,28,29,7,0.0,0,72,72,0.0,297.1928571428571,0,0.0
WDID10459,Brianna Diaz,28,70,7,0.0,0,64,64,0.0,237.96142857142857,0,0.0
WDID10460,Kyle Bishop,28,23,7,0.0,0,73,73,0.0,263.4585714285714,0,0.0
WDID10461,Hector Davis,28,68,7,0.0,0,83,83,0.0,276.0657142857143,0,0.0
WDID10462,Dalton Mills,39,37,7,0.0,0,71,71,0.0,233.16857142857143,0,0.0
WDID10463,Rebecca Lin,57,46,11,0.36363636363636365,4,104,108,0.037037037037037035,403.42999999999995,4,0.36363636363636365
WDID10464,Paul Leach,30,57,11,0.36363636363636365,4,134,138,0.028985507246376812,235.98727272727274,4,0.36363636363636365
WDID10465,Kirk Parker,63,64,11,0.36363636363636365,4,125,129,0.031007751937984496,282.2109090909091,4,0.36363636363636365
WDID10466,Alison Knight,29,13,11,0.36363636363636365,4,141,145,0.027586206896551724,259.21090909090907,4,0.36363636363636365
WDID10467,Amy Fox,53,32,11,0.36363636363636365,4,99,103,0.038834951456310676,314.80636363636364,4,0.36363636363636365
WDID10468,Joan Melton,31,40,11,0.36363636363636365,4,141,145,0.027586206896551724,385.46818181818185,4,0.36363636363636365
WDID10469,Leslie Powell,46,47,11,0.36363636363636365,4,105,109,0.03669724770642202,268.31,4,0.36363636363636365
WDID10470,Wendy Vincent,32,35,11,0.36363636363636365,4,118,122,0.03278688524590164,335.05909090909086,4,0.36363636363636365
WDID10471,Amanda Malone,60,44,11,0.36363636363636365,4,99,103,0.038834951456310676,335.4145454545455,4,0.36363636363636365
WDID10472,Brent Green,35,55,11,0.36363636363636365,4,77,81,0.04938271604938271,289.96,4,0.36363636363636365
WDID10473,Matthew Wood,40,55,11,0.36363636363636365,4,102,106,0.03773584905660377,359.6718181818182,4,0.36363636363636365
WDID10474,Aaron Garcia,35,66,11,0.36363636363636365,4,107,111,0.036036036036036036,297.2554545454546,4,0.36363636363636365
WDID10475,Jeffery Taylor,60,29,11,0.36363636363636365,4,69,73,0.0547945205479452,368.5463636363636,4,0.36363636363636365
WDID10476,Scott Carter,51,12,11,0.36363636363636365,4,106,110,0.03636363636363636,306.3736363636364,4,0.36363636363636365
WDID10477,Kristine Bradshaw,50,27,11,0.36363636363636365,4,113,117,0.03418803418803419,372.6263636363636,4,0.36363636363636365
WDID10478,Joseph Lopez,40,22,11,0.36363636363636365,4,122,126,0.031746031746031744,389.2509090909091,4,0.36363636363636365
WDID10479,Rebecca Duffy,34,18,11,0.36363636363636365,4,147,151,0.026490066225165563,319.40090909090907,4,0.36363636363636365
WDID10480,Dr. Elizabeth Cooper DDS,38,27,11,0.36363636363636365,4,153,157,0.025477707006369428,275.2236363636364,4,0.36363636363636365
WDID10481,Stephanie Johnson,44,45,11,0.36363636363636365,4,90,94,0.0425531914893617,368.29727272727274,4,0.36363636363636365
WDID10482,Robert Jones,61,32,11,0.36363636363636365,4,97,101,0.039603960396039604,351.5381818181818,4,0.36363636363636365
WDID10483,Glenn Anderson,40,55,11,0.36363636363636365,4,89,93,0.043010752688172046,374.87454545454545,4,0.36363636363636365
WDID10484,Sean Walker,29,16,11,0.36363636363636365,4,81,85,0.047058823529411764,364.33,4,0.36363636363636365
WDID10485,Gina Martinez,32,16,11,0.36363636363636365,4,79,83,0.04819277108433735,328.04,4,0.36363636363636365
WDID10486,Taylor Pope,54,45,11,0.36363636363636365,4,98,102,0.0392156862745098,217.37636363636364,4,0.36363636363636365
WDID10487,Jack Williams,50,42,11,0.36363636363636365,4,94,98,0.04081632653061224,344.20727272727277,4,0.36363636363636365
WDID10488,Scott Alvarez,29,60,11,0.36363636363636365,4,115,119,0.03361344537815126,226.3427272727273,4,0.36363636363636365
WDID10489,Jessica Patterson,48,24,11,0.36363636363636365,4,110,114,0.03508771929824561,247.23090909090908,4,0.36363636363636365
WDID10490,Joan Brooks,44,65,11,0.36363636363636365,4,98,102,0.0392156862745098,223.32636363636365,4,0.36363636363636365
WDID10491,Cristina Martin,44,57,11,0.36363636363636365,4,80,84,0.047619047619047616,231.54363636363635,4,0.36363636363636365
WDID10492,Christie Ramirez,36,55,11,0.36363636363636365,4,124,128,0.03125,230.9209090909091,4,0.36363636363636365
WDID10493,Justin Reynolds,35,63,11,0.36363636363636365,4,119,123,0.032520325203252036,254.1918181818182,4,0.36363636363636365
WDID10494,Doris Li,47,70,11,0.36363636363636365,4,118,122,0.03278688524590164,316.20909090909095,4,0.36363636363636365
WDID10495,Priscilla White,64,46,11,0.36363636363636365,4,125,129,0.031007751937984496,352.4309090909091,4,0.36363636363636365
WDID10496,Keith Coffey,57,28,11,0.36363636363636365,4,104,108,0.037037037037037035,268.0527272727273,4,0.36363636363636365
WDID10497,Heather Davis,38,41,11,0.36363636363636365,4,133,137,0.029197080291970802,209.13636363636363,4,0.36363636363636365
WDID10498,Alan Woodward,36,76,11,0.36363636363636365,4,109,113,0.035398230088495575,282.7572727272727,4,0.36363636363636365
WDID10499,Brian Wheeler IV,64,37,11,0.36363636363636365,4,108,112,0.03571428571428571,339.08363636363634,4,0.36363636363636365
WDID10500,William Lee,50,65,11,0.36363636363636365,4,107,111,0.036036036036036036,327.63000000000005,4,0.36363636363636365
WDID10501,Caroline Smith,49,64,11,0.36363636363636365,4,86,90,0.044444444444444446,358.7672727272727,4,0.36363636363636365
WDID10502,Heather Johnson,38,44,11,0.36363636363636365,4,113,117,0.03418803418803419,354.75636363636363,4,0.36363636363636365
WDID10503,Alec Rodriguez,42,71,11,0.36363636363636365,4,113,117,0.03418803418803419,339.7918181818182,4,0.36363636363636365
WDID10504,Tracey Thomas,35,57,11,0.36363636363636365,4,107,111,0.036036036036036036,345.8354545454546,4,0.36363636363636365
WDID10505,Paula Case,62,16,11,0.36363636363636365,4,107,111,0.036036036036036036,442.66181818181815,4,0.36363636363636365
WDID10506,Timothy Brown,37,12,11,0.36363636363636365,4,114,118,0.03389830508474576,462.57454545454544,4,0.36363636363636365
WDID10507,Mark James,50,46,11,0.36363636363636365,4,112,116,0.034482758620689655,448.89,4,0.36363636363636365
WDID10508,Adam Wilson,53,36,11,0.36363636363636365,4,96,100,0.04,312.4427272727273,4,0.36363636363636365
WDID10509,Timothy Francis,54,33,11,0.36363636363636365,4,118,122,0.03278688524590164,458.3963636363637,4,0.36363636363636365
WDID10510,Oscar Shah,32,50,11,0.36363636363636365,4,117,121,0.03305785123966942,277.3336363636364,4,0.36363636363636365
WDID10511,Dr. Dustin Sherman DVM,32,55,11,0.36363636363636365,4,93,97,0.041237113402061855,225.12636363636364,4,0.36363636363636365
WDID10512,Jason Evans,57,62,11,0.36363636363636365,4,123,127,0.031496062992125984,265.0599999999999,4,0.36363636363636365
WDID10513,Andrew Reid,56,39,11,0.36363636363636365,4,107,111,0.036036036036036036,219.47454545454545,4,0.36363636363636365
WDID10514,Mary Lee,50,23,11,0.36363636363636365,4,113,117,0.03418803418803419,246.88272727272727,4,0.36363636363636365
WDID10515,Kelly Anderson,59,43,11,0.36363636363636365,4,109,113,0.035398230088495575,157.96363636363637,4,0.36363636363636365
WDID10516,Leah Shelton,59,68,11,0.36363636363636365,4,85,89,0.0449438202247191,217.66363636363639,4,0.36363636363636365
WDID10517,Timothy Brown,37,49,11,0.36363636363636365,4,119,123,0.032520325203252036,254.02909090909088,4,0.36363636363636365
WDID10518,Nicholas Hendricks,42,19,11,0.36363636363636365,4,109,113,0.035398230088495575,384.830909090909,4,0.36363636363636365
WDID10519,Bradley Bradford,51,43,11,0.36363636363636365,4,115,119,0.03361344537815126,314.1281818181819,4,0.36363636363636365
WDID10520,Janet Smith,58,76,11,0.36363636363636365,4,104,108,0.037037037037037035,307.2172727272728,4,0.36363636363636365
WDID10521,Gabriel Fox,47,49,11,0.36363636363636365,4,145,149,0.026845637583892617,232.5427272727273,4,0.36363636363636365
WDID10522,Michelle Hess,49,74,11,0.36363636363636365,4,118,122,0.03278688524590164,251.37545454545452,4,0.36363636363636365
WDID10523,Laura Hampton,56,73,11,0.36363636363636365,4,112,116,0.034482758620689655,375.9518181818182,4,0.36363636363636365
WDID10524,Angela Evans,65,73,11,0.36363636363636365,4,140,144,0.027777777777777776,328.26363636363635,4,0.36363636363636365
WDID10525,Kevin Morales,60,75,11,0.36363636363636365,4,101,105,0.0380952380952381,491.9081818181818,4,0.36363636363636365
WDID10526,Megan Hunt,54,58,11,0.36363636363636365,4,119,123,0.032520325203252036,356.0845454545455,4,0.36363636363636365
WDID10527,Matthew Brown,48,68,11,0.36363636363636365,4,138,142,0.028169014084507043,391.4554545454546,4,0.36363636363636365
WDID10528,Betty Brown,54,52,11,0.36363636363636365,4,101,105,0.0380952380952381,326.9836363636364,4,0.36363636363636365
WDID10529,Jasmine Smith,59,66,11,0.36363636363636365,4,73,77,0.05194805194805195,292.2763636363636,4,0.36363636363636365
WDID10530,Courtney Schroeder,37,50,11,0.36363636363636365,4,111,115,0.034782608695652174,400.4518181818182,4,0.36363636363636365
WDID10531,Brian Ellis,64,75,11,0.36363636363636365,4,85,89,0.0449438202247191,309.04727272727274,4,0.36363636363636365
WDID10532,Kelly Sosa,43,34,11,0.36363636363636365,4,124,128,0.03125,303.70000000000005,4,0.36363636363636365
WDID10533,Michelle Robinson,41,45,11,0.36363636363636365,4,114,118,0.03389830508474576,312.3418181818182,4,0.36363636363636365
WDID10534,Jared Cooper,57,25,11,0.36363636363636365,4,94,98,0.04081632653061224,357.2672727272727,4,0.36363636363636365
WDID10535,Amanda King,54,28,11,0.36363636363636365,4,108,112,0.03571428571428571,392.35090909090917,4,0.36363636363636365
WDID10536,Scott Wallace,63,71,11,0.36363636363636365,4,107,111,0.036036036036036036,325.20727272727277,4,0.36363636363636365
WDID10537,Veronica Taylor,64,72,11,0.36363636363636365,4,137,141,0.028368794326241134,225.96818181818182,4,0.36363636363636365
WDID10538,Stephen Kent,51,36,11,0.36363636363636365,4,123,127,0.031496062992125984,325.1554545454546,4,0.36363636363636365
WDID10539,Tracy Adkins,56,69,11,0.36363636363636365,4,114,118,0.03389830508474576,272.8872727272728,4,0.36363636363636365
WDID10540,Brittany Rodriguez,62,32,11,0.36363636363636365,4,106,110,0.03636363636363636,247.37363636363634,4,0.36363636363636365
WDID10541,Heidi Owens,41,22,11,0.36363636363636365,4,106,110,0.03636363636363636,333.60818181818183,4,0.36363636363636365
WDID10542,Antonio Johnson,29,42,11,0.36363636363636365,4,112,116,0.034482758620689655,244.56272727272727,4,0.36363636363636365
WDID10543,Mr. Kenneth Adams,60,62,11,0.36363636363636365,4,84,88,0.045454545454545456,282.50272727272727,4,0.36363636363636365
WDID10544,Kevin Morris,64,31,11,0.36363636363636365,4,100,104,0.038461538461538464,278.06545454545454,4,0.36363636363636365
WDID10545,Dr. Daniel Harris MD,36,59,11,0.36363636363636365,4,94,98,0.04081632653061224,391.7218181818182,4,0.36363636363636365
WDID10546,Crystal Bryant,55,71,11,0.36363636363636365,4,85,89,0.0449438202247191,377.29090909090905,4,0.36363636363636365
WDID10547,Laura Coleman,33,55,11,0.2727272727272727,3,123,126,0.023809523809523808,419.4763636363637,3,0.2727272727272727
WDID10548,Chase Ball,47,19,11,0.2727272727272727,3,122,125,0.024,443.3263636363636,3,0.2727272727272727
WDID10549,Alfred Cardenas,43,45,11,0.2727272727272727,3,74,77,0.03896103896103896,263.6281818181818,3,0.2727272727272727
WDID10550,Andrew Stone,40,67,11,0.2727272727272727,3,99,102,0.029411764705882353,243.8909090909091,3,0.2727272727272727
WDID10551,Danielle Campos,48,65,11,0.2727272727272727,3,107,110,0.02727272727272727,310.3809090909091,3,0.2727272727272727
WDID10552,Ashley Coleman,46,36,11,0.2727272727272727,3,87,90,0.03333333333333333,242.71272727272728,3,0.2727272727272727
WDID10553,Alisha Lopez,51,37,11,0.2727272727272727,3,128,131,0.022900763358778626,314.01090909090914,3,0.2727272727272727
WDID10554,Sharon Myers,51,37,11,0.2727272727272727,3,99,102,0.029411764705882353,330.50363636363636,3,0.2727272727272727
WDID10555,Hannah Soto,47,25,11,0.2727272727272727,3,117,120,0.025,372.7154545454545,3,0.2727272727272727
WDID10556,Donna Massey,65,25,11,0.2727272727272727,3,145,148,0.02027027027027027,333.51363636363635,3,0.2727272727272727
WDID10557,Jesse Hardy,34,56,11,0.2727272727272727,3,102,105,0.02857142857142857,255.99818181818182,3,0.2727272727272727
WDID10558,Stacy Booth,54,59,11,0.2727272727272727,3,105,108,0.027777777777777776,297.8636363636364,3,0.2727272727272727
WDID10559,Thomas White,30,67,11,0.2727272727272727,3,102,105,0.02857142857142857,303.8290909090909,3,0.2727272727272727
WDID10560,Justin Randall,52,60,11,0.2727272727272727,3,117,120,0.025,282.07,3,0.2727272727272727
WDID10561,Monique Bentley,37,24,11,0.2727272727272727,3,115,118,0.025423728813559324,333.0618181818182,3,0.2727272727272727
WDID10562,Nicolas Humphrey,33,67,11,0.2727272727272727,3,78,81,0.037037037037037035,324.6136363636364,3,0.2727272727272727
WDID10563,Thomas Powell,34,44,11,0.2727272727272727,3,146,149,0.020134228187919462,255.9181818181818,3,0.2727272727272727
WDID10564,Steven Cooper,35,55,11,0.2727272727272727,3,130,133,0.022556390977443608,294.49363636363637,3,0.2727272727272727
WDID10565,Jeffrey Moreno,58,14,11,0.2727272727272727,3,125,128,0.0234375,314.53363636363633,3,0.2727272727272727
WDID10566,Danielle Castillo,65,44,11,0.2727272727272727,3,90,93,0.03225806451612903,280.73181818181814,3,0.2727272727272727
WDID10567,Angel Meyer,58,66,11,0.2727272727272727,3,113,116,0.02586206896551724,216.49636363636367,3,0.2727272727272727
WDID10568,Christine Callahan,42,73,11,0.2727272727272727,3,135,138,0.021739130434782608,306.09363636363634,3,0.2727272727272727
WDID10569,Alexandra Jones,30,60,11,0.2727272727272727,3,110,113,0.02654867256637168,365.6790909090909,3,0.2727272727272727
WDID10570,Cynthia Barnes,41,27,11,0.2727272727272727,3,135,138,0.021739130434782608,317.5445454545454,3,0.2727272727272727
WDID10571,Thomas Greene,40,37,11,0.2727272727272727,3,109,112,0.026785714285714284,200.89999999999998,3,0.2727272727272727
WDID10572,Scott Brown,56,56,11,0.2727272727272727,3,101,104,0.028846153846153848,317.61,3,0.2727272727272727
WDID10573,Angela Wright,63,31,11,0.2727272727272727,3,113,116,0.02586206896551724,228.20545454545456,3,0.2727272727272727
WDID10574,Kenneth Clark,34,73,11,0.2727272727272727,3,125,128,0.0234375,239.8254545454545,3,0.2727272727272727
WDID10575,Stacy Garcia,36,41,11,0.2727272727272727,3,112,115,0.02608695652173913,271.0418181818182,3,0.2727272727272727
WDID10576,Raymond Cherry Jr.,32,45,11,0.2727272727272727,3,69,72,0.041666666666666664,249.26999999999998,3,0.2727272727272727
WDID10577,Ruth Diaz,50,72,11,0.2727272727272727,3,103,106,0.02830188679245283,271.1763636363637,3,0.2727272727272727
WDID10578,Jeremy Cox MD,57,58,11,0.2727272727272727,3,125,128,0.0234375,233.7190909090909,3,0.2727272727272727
WDID10579,Amanda Lin,39,66,11,0.2727272727272727,3,95,98,0.030612244897959183,286.8454545454545,3,0.2727272727272727
WDID10580,Rhonda Johnson,50,67,11,0.2727272727272727,3,96,99,0.030303030303030304,268.90909090909093,3,0.2727272727272727
WDID10581,Cheyenne Randolph,60,47,11,0.2727272727272727,3,133,136,0.022058823529411766,242.78272727272727,3,0.2727272727272727
WDID10582,Kim Cross,36,36,11,0.2727272727272727,3,104,107,0.028037383177570093,340.3209090909091,3,0.2727272727272727
WDID10583,Heather Preston MD,36,20,11,0.2727272727272727,3,98,101,0.0297029702970297,421.1345454545454,3,0.2727272727272727
WDID10584,Joshua Sanchez,38,40,11,0.2727272727272727,3,96,99,0.030303030303030304,389.2218181818182,3,0.2727272727272727
WDID10585,Stephanie Gutierrez,29,22,11,0.2727272727272727,3,89,92,0.03260869565217391,299.0081818181818,3,0.2727272727272727
WDID10586,Jeanette Lewis,51,43,11,0.2727272727272727,3,141,144,0.020833333333333332,413.2736363636363,3,0.2727272727272727
WDID10587,Nicole Sullivan,41,42,11,0.2727272727272727,3,98,101,0.0297029702970297,202.56545454545457,3,0.2727272727272727
WDID10588,Angela Hicks,53,74,11,0.2727272727272727,3,112,115,0.02608695652173913,238.5454545454545,3,0.2727272727272727
WDID10589,Kimberly Munoz,49,71,11,0.2727272727272727,3,128,131,0.022900763358778626,240.61727272727273,3,0.2727272727272727
WDID10590,Eric Martin,39,41,11,0.2727272727272727,3,93,96,0.03125,279.27636363636367,3,0.2727272727272727
WDID10591,Jeffrey Hunter,52,57,11,0.2727272727272727,3,127,130,0.023076923076923078,210.32545454545453,3,0.2727272727272727
WDID10592,Michael Andrade,59,41,11,0.2727272727272727,3,98,101,0.0297029702970297,237.73272727272726,3,0.2727272727272727
WDID10593,Christina Hart,40,61,11,0.2727272727272727,3,99,102,0.029411764705882353,172.52727272727273,3,0.2727272727272727
WDID10594,Steven Carson,55,67,11,0.2727272727272727,3,106,109,0.027522935779816515,259.01272727272726,3,0.2727272727272727
WDID10595,Shane Dalton,35,23,11,0.2727272727272727,3,118,121,0.024793388429752067,289.2481818181818,3,0.2727272727272727
WDID10596,Victoria Hawkins,52,67,11,0.2727272727272727,3,130,133,0.022556390977443608,283.9718181818182,3,0.2727272727272727
WDID10597,Stephen Krueger,33,62,11,0.2727272727272727,3,111,114,0.02631578947368421,345.39909090909094,3,0.2727272727272727
WDID10598,Christina Cruz,49,54,11,0.2727272727272727,3,103,106,0.02830188679245283,310.55636363636364,3,0.2727272727272727
WDID10599,Seth Molina,47,32,11,0.2727272727272727,3,127,130,0.023076923076923078,274.17545454545456,3,0.2727272727272727
WDID10600,Sheri Hamilton,38,38,11,0.2727272727272727,3,113,116,0.02586206896551724,293.3209090909091,3,0.2727272727272727
WDID10601,John Miller,65,63,11,0.2727272727272727,3,114,117,0.02564102564102564,316.92454545454547,3,0.2727272727272727
WDID10602,Michael Campbell,42,31,11,0.2727272727272727,3,148,151,0.019867549668874173,250.75272727272733,3,0.2727272727272727
WDID10603,Amanda Coleman,65,69,11,0.2727272727272727,3,82,85,0.03529411764705882,230.30454545454543,3,0.2727272727272727
WDID10604,Keith Mayer,35,50,11,0.2727272727272727,3,133,136,0.022058823529411766,229.65636363636366,3,0.2727272727272727
WDID10605,Eileen Williams,45,39,11,0.2727272727272727,3,133,136,0.022058823529411766,282.0190909090909,3,0.2727272727272727
WDID10606,Miguel Mathews,35,25,11,0.2727272727272727,3,74,77,0.03896103896103896,279.78545454545457,3,0.2727272727272727
WDID10607,Dana Henderson,56,63,11,0.2727272727272727,3,92,95,0.031578947368421054,235.97,3,0.2727272727272727
WDID10608,Mrs. Kelsey Young MD,39,46,11,0.2727272727272727,3,129,132,0.022727272727272728,277.7009090909091,3,0.2727272727272727
WDID10609,Lisa Garcia,63,72,11,0.2727272727272727,3,130,133,0.022556390977443608,356.26181818181817,3,0.2727272727272727
WDID10610,Katie Rivera,52,77,11,0.2727272727272727,3,104,107,0.028037383177570093,252.6527272727273,3,0.2727272727272727
WDID10611,Christopher Garcia,51,32,11,0.2727272727272727,3,103,106,0.02830188679245283,262.13909090909095,3,0.2727272727272727
WDID10612,Teresa Hernandez,48,58,11,0.2727272727272727,3,117,120,0.025,270.03181818181815,3,0.2727272727272727
WDID10613,Jennifer Miller,29,72,11,0.2727272727272727,3,127,130,0.023076923076923078,268.6036363636363,3,0.2727272727272727
WDID10614,Vanessa Burke,40,47,11,0.2727272727272727,3,114,117,0.02564102564102564,305.08090909090913,3,0.2727272727272727
WDID10615,Lawrence Davis,50,25,11,0.2727272727272727,3,97,100,0.03,321.9736363636364,3,0.2727272727272727
WDID10616,Matthew Ross,37,69,11,0.2727272727272727,3,113,116,0.02586206896551724,365.5527272727273,3,0.2727272727272727
WDID10617,Jennifer Rodriguez,57,39,11,0.2727272727272727,3,84,87,0.034482758620689655,393.5427272727273,3,0.2727272727272727
WDID10618,Amanda Lopez,64,64,11,0.2727272727272727,3,95,98,0.030612244897959183,281.88909090909095,3,0.2727272727272727
WDID10619,Nina Lowe,47,48,11,0.2727272727272727,3,102,105,0.02857142857142857,268.37636363636364,3,0.2727272727272727
WDID10620,Samantha Graham,43,51,11,0.2727272727272727,3,102,105,0.02857142857142857,257.86454545454546,3,0.2727272727272727
WDID10621,Jose Garcia,48,19,11,0.2727272727272727,3,119,122,0.02459016393442623,184.81272727272724,3,0.2727272727272727
WDID10622,Daniel Newman,61,34,11,0.2727272727272727,3,97,100,0.03,298.679090909091,3,0.2727272727272727
WDID10623,Jeremy Allen,44,28,11,0.2727272727272727,3,126,129,0.023255813953488372,440.9072727272727,3,0.2727272727272727
WDID10624,Carrie Savage,49,72,11,0.2727272727272727,3,100,103,0.02912621359223301,390.5109090909091,3,0.2727272727272727
WDID10625,Oscar Edwards,30,14,11,0.2727272727272727,3,93,96,0.03125,394.1163636363636,3,0.2727272727272727
WDID10626,Michael Wise,47,56,11,0.2727272727272727,3,104,107,0.028037383177570093,342.41545454545457,3,0.2727272727272727
WDID10627,Jeremy Ramos,64,44,11,0.2727272727272727,3,101,104,0.028846153846153848,364.6218181818182,3,0.2727272727272727
WDID10628,Barry Rodriguez,62,19,11,0.2727272727272727,3,105,108,0.027777777777777776,248.0590909090909,3,0.2727272727272727
WDID10629,Morgan Preston,58,65,11,0.2727272727272727,3,100,103,0.02912621359223301,220.47818181818184,3,0.2727272727272727
WDID10630,Jennifer Collins,55,64,11,0.2727272727272727,3,110,113,0.02654867256637168,271.5390909090909,3,0.2727272727272727
WDID10631,Lori Thomas,31,48,11,0.2727272727272727,3,115,118,0.025423728813559324,335.4636363636364,3,0.2727272727272727
WDID10632,Derek Mccullough,62,52,11,0.2727272727272727,3,121,124,0.024193548387096774,468.3836363636364,3,0.2727272727272727
WDID10633,Bonnie Petty,32,20,11,0.2727272727272727,3,132,135,0.022222222222222223,367.4790909090909,3,0.2727272727272727
WDID10634,Kevin Castillo DDS,65,48,11,0.2727272727272727,3,124,127,0.023622047244094488,291.27272727272725,3,0.2727272727272727
WDID10635,John Hutchinson,35,70,11,0.2727272727272727,3,130,133,0.022556390977443608,320.67454545454547,3,0.2727272727272727
WDID10636,Lauren Obrien,64,13,11,0.2727272727272727,3,102,105,0.02857142857142857,276.4427272727273,3,0.2727272727272727
WDID10637,Gerald Salazar,49,64,11,0.2727272727272727,3,136,139,0.02158273381294964,251.4545454545455,3,0.2727272727272727
